PROPLetter,PROPTitle,Month,Day,Year,Date,Description,PASS_FAIL,Vote_Counts_Yes,Vote_Counts_No,Percent_Vote_Yes,Percent_Vote_No,Percent_Required_To_Pass,Kind,HowPlaced,Voter_Information_Pamphlet
16,Parks Tax,December,10,1912,12/10/1912 12:00:00 AM,"The Board of Supervisors shall provide all necessary money for the maintenance, preservation and improvement of said parks, squares, avenues and grounds; annually levy a tax on all property in the City and County not exempt from taxation, not less than five cents nor more than ten cents for each on hundred dollars assessed valuation of property.",F,30194,38627,0.44,0.56,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/December10_1912.pdf
17,"Relief For Aged, Indigent and Infirm Volunteer Fire Department Fireman",December,10,1912,12/10/1912 12:00:00 AM,"To allow a yearly sum, no greater than $7,500, for the relief of aged, indigent and infirm exempt firemen who served in the Volunteer Fire Department between the years of 1850 and 1866.",F,35014,35216,0.5,0.5,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/December10_1912.pdf
18,"Opening, Closing, Widening, Extending any Street, Lane, Alley, Etc.",December,10,1912,12/10/1912 12:00:00 AM,"Board of Supervisors shall have the power to order the extending, widening, closing of any street, lane, alley, etc. in the city.",P,41029,28379,0.59,0.41,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/December10_1912.pdf
19,"Tunnels, Subways and Viaducts",December,10,1912,12/10/1912 12:00:00 AM,"Board of Supervisors are empowered to order construction of and construct any tunnel, subway or viaduct, in, on, under or over any accepted or unaccepted open public street, avenue, lane, alley, place or court within the City or County.",P,38873,29962,0.57,0.43,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/December10_1912.pdf
20,"Improvement of Streets, Procedures and Expenses",December,10,1912,12/10/1912 12:00:00 AM,The methods for improvement of streets and procedures for expenses relating to same shall not be deemed exclusive. The Board of Supervisors by a vote of not less than two-thirds of its members may by ordinance substitute any method or procedure or amend any method or procedure.,P,37492,30840,0.55,0.45,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/December10_1912.pdf
21,"Improvement of Streets, Bonded Indebtedness",December,10,1912,12/10/1912 12:00:00 AM,"Bonded indebtedness may be incurred and bonds issued approved by the voters, for the purpose of improvement of streets or any other kind of public work provided that the aggregate amount shall not exceed the amount of $500,000.",P,37955,30371,0.56,0.44,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/December10_1912.pdf
22,"Relief Home Tract, Rancho San Miguel",December,10,1912,12/10/1912 12:00:00 AM,"The Board of Supervisors may sell a portion of the Relief Home Tract not adapted to public use, being a portion of the Rancho San Miguel.  The proceeds arising from such sale shall be used exclusively for the purchase of other lands adjoining the Relief Home Tract",P,39118,29472,0.57,0.43,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/December10_1912.pdf
23,Qualification For Elected or Appointed Office,December,10,1912,12/10/1912 12:00:00 AM,"No political, religious or partisan qualifications shall be required for election or appointment to any office under the City and County.  The right to hold any office or position shall not be limited by sex.",P,34779,31856,0.52,0.48,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/December10_1912.pdf
24,"City Attorney, Collection of Taxes",December,10,1912,12/10/1912 12:00:00 AM,"The City Attorney shall commence and prosecute actions for the collection of taxes, by request of the Assessor or Tax Collector.",P,38137,28905,0.57,0.43,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/December10_1912.pdf
25,Election of Justice of the Peace,December,10,1912,12/10/1912 12:00:00 AM,"Justices of the Peace shall have and exercise all the powers given them by the General Laws of the State.  They shall receive compensation and may appoint such clerks, deputies and employees prescribed by such General Laws.",F,30500,34111,0.47,0.53,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/December10_1912.pdf
26,"Police Commission, Police Relief and Pension Fund",December,10,1912,12/10/1912 12:00:00 AM,"The Board of Police Commissioners shall out of the Police Relief and Pension Fund, provide for the family of any officer, member or employee of the Police Department who has been killed while performing his duty or injured while performing his duty and died within one year from the date of the injury.",P,36062,33392,0.52,0.48,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/December10_1912.pdf
27,Permits To Engage In Sale of Liquor,December,10,1912,12/10/1912 12:00:00 AM,Shall permits to engage in the sale of liquor at retail be granted within the districts of San Francisco. A district is defined as embracing not less than fifty (50) city blocks and shall be so arranged that no established election precinct shall be divided and that such district shall be composed of a single parcel of contiguous property.,F,14751,64139,0.19,0.81,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/December10_1912.pdf
28,"Board of Police Commissioners, Members, Secretary, Meetings",December,10,1912,12/10/1912 12:00:00 AM,"Board of Police Commissioners will consist of three members, who will be appointed by the Mayor, and each of whom will receive an annual salary of $1,200.  The Board will elect a President, whose term is one year, and will appoint a Secretary, who will receive an annual salary of $2,400.  The Board will hold weekly meetings; the Secretary is responsible for keeping minutes of the proceedings.",F,31971,36310,0.47,0.53,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/December10_1912.pdf
29,"Board of Police Commissioners, Vacations and Leaves of Absence",December,10,1912,12/10/1912 12:00:00 AM,"Board of Police Commissioners is empowered to make rules and regulations concerning discipline, leaves of absence and vacations without loss of pay for Department employees, provided that the Department employees have been employed in the Department continuously for twelve  months, and that the vacations not exceed a period of fifteen days.",F,15689,51931,0.23,0.77,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/December10_1912.pdf
30,Bureau of Chief of Supplies,December,10,1912,12/10/1912 12:00:00 AM,"Provide for and regulate the purchase, storage and distribution of all supplies for various offices and departments",P,35542,31569,0.53,0.47,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/December10_1912.pdf
31,"Board of Police Commissioners, Investigations, Hearings, Subpoenas",December,10,1912,12/10/1912 12:00:00 AM,"The Board of Police Commissioners shall have the power to initiate and conduct investigations, subpoena witnesses and hear testimony relating to all matters concerning the affairs of the Police Department.",P,36156,31275,0.54,0.46,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/December10_1912.pdf
32,Substation For Fire Alarm and Police Telegraph and Telephone System in Jefferson Square,December,10,1912,12/10/1912 12:00:00 AM,Board of Supervisors shall be empowered by ordinance to establish substation for fire alarm and police telegraph and telephone system in Jefferson Square.,P,38787,29432,0.57,0.43,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/December10_1912.pdf
33,Department of Public Works shall be under the direction and management of the Director of Public Works.,December,10,1912,12/10/1912 12:00:00 AM,"Provides that the Department of Public Works shall be under the direction and management of the Director of Public Works, who shall be appointed and hold office at the pleasure of the Mayor. The Director of Public Works shall be paid a salary to be fixed by the Board of Supervisors upon recommendation by the Mayor, not to exceed $15,000 a year. The Director of Works shall hold public meetings at least once a week, at which heads of bureaus shall be present, and advise concerning the work of the department. The Director of Works shall appoint a secretary at a salary of $250 a month.",F,27956,39933,0.41,0.59,50%+1,Charter Amendment,NA,https://webbie1.sfpl.org/multimedia/pdf/elections/December10_1912.pdf
34,"Franchises For Construction, Maintenance and Operation of Public Utilities",December,10,1912,12/10/1912 12:00:00 AM,"Board of Supervisors shall have power to grant franchises for construction, maintenance and operation of street railways, gas, electric and water works, telephone systems and other public utilities upon, over, under or across the streets and public places of the City and County of San Francisco.",P,33814,36311,0.55,0.45,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/December10_1912.pdf
35,Levy of Taxes For Bonded Indebtedness,December,10,1912,12/10/1912 12:00:00 AM,The Board of Supervisors at the time of levying the municipal tax shall levy another tax sufficient to pay the annual interest on all bonds sold or authorized to be sold and to provide for sinking fund payments under the terms of said bonds.,F,12673,51165,0.2,0.81,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/December10_1912.pdf
36,"Library Bonds, Authorization To Sell",December,10,1912,12/10/1912 12:00:00 AM,"Board of Supervisors is authorized to sell certain bonds authorized at an election, and described as ""Library Bonds.""",P,35878,31677,0.53,0.47,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/December10_1912.pdf
37,Establishment of City Planning Commission,December,10,1912,12/10/1912 12:00:00 AM,The City Planning Commission will devise plans for the improvement and beautification of San Francisco.  City Planning Commission members will not receive compensation and not be subject to any prohibition forbidding officials from holding more than one office or position.,P,34355,33747,0.5,0.5,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/December10_1912.pdf
1,Geary-Street Road Agreement,April,22,1913,04/23/1913 12:00:00 AM,Extending Geary and Sutter street car tracks to run through to the ferry.,P,38086,21861,0.64,0.37,50%+1,Proposition,Supervisors,
2,Telephone Rate Schedule,April,22,1913,04/22/1913 12:00:00 AM,An ordinance fixing telephone rates,P,30710,27801,0.52,0.48,50%+1,Proposition,Supervisors,
3,Recall of Police Judge Weller,April,22,1913,04/22/1913 12:00:00 AM,Recall of Police Judge Weller.,P,30751,29927,0.51,0.49,50%+1,Proposition,Supervisors,
1,"Municipal Street Railway System Bonds, $3,500,000",August,26,1913,08/26/1913 12:00:00 AM,"To incur a bonded indebtedness of $3,500,000 for the acquisition and construction of any municipal street railway system from the Embarcadero to terminals at the Panama-Pacific International Exposition grounds, and the Presidio Military Reservation, and various other avenues.",P,51452,13782,0.79,0.21,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/August26_1913.pdf
1,Changing the Limit of Taxation For Various City Purposes,March,16,1915,03/16/1915 12:00:00 AM,"Authorizes changing the limit of taxation in order to provide for cost of elections, increased expenses voted by the people, cost of School Department and Library, and various other city purposes.",P,30184,20730,0.59,0.41,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/March16_1915.pdf
2,City Stationery and Supplies,March,16,1915,03/16/1915 12:00:00 AM,"All printed stationery and printed supplies furnished the City and County, except election ballots, shall bear the imprint of the label of the Allied Printing Trades Council.",F,18623,31650,0.37,0.63,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/March16_1915.pdf
3,Work and Supply Contracts,March,16,1915,03/16/1915 12:00:00 AM,"Contracts for work and supplies may be awarded to other than the lowest bidder, provided the amount does not exceed 10% (percent) of the lowest bid and the work or articles are to be produced in industries established in San Francisco and performed under conditions fair to union labor, and under conditions of responsibility and expedition.",F,14545,34743,0.3,0.71,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/March16_1915.pdf
4,Municipal Powers Board of Supervisors,March,16,1915,03/16/1915 12:00:00 AM,Provides for the exercise of municipal powers in accordance with provision of the State Constitution.,F,16145,28269,0.36,0.64,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/March16_1915.pdf
5,Reduction of Bonded Indebtedness,March,16,1915,03/16/1915 12:00:00 AM,"Reduces the limit of bonded debt to 8% (percent) of assessed valuation, and exempts bonds issued for water supply and works in computing such indebtedness.",F,14144,31058,0.31,0.69,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/March16_1915.pdf
